ohe__protocol_type_ICMP,ohe__protocol_type_TCP,ohe__protocol_type_UDP,ohe__browser_type_Chrome,ohe__browser_type_Edge,ohe__browser_type_Firefox,ohe__browser_type_Safari,ohe__protocol_encrypt_ICMP_AES,ohe__protocol_encrypt_ICMP_DES,ohe__protocol_encrypt_TCP_AES,ohe__protocol_encrypt_TCP_DES,ohe__protocol_encrypt_UDP_AES,ohe__protocol_encrypt_UDP_DES,remainder__network_packet_size,remainder__login_attempts,remainder__session_duration,remainder__encryption_used,remainder__ip_reputation_score,remainder__failed_logins,remainder__unusual_time_access,remainder__attack_detected,remainder__long_session,remainder__large_packet,remainder__risk_score,is_outlier_ohe__protocol_type_ICMP,is_outlier_ohe__protocol_type_TCP,is_outlier_ohe__protocol_type_UDP,is_outlier_ohe__browser_type_Chrome,is_outlier_ohe__browser_type_Edge,is_outlier_ohe__browser_type_Firefox,is_outlier_ohe__browser_type_Safari,is_outlier_ohe__protocol_encrypt_ICMP_AES,is_outlier_ohe__protocol_encrypt_ICMP_DES,is_outlier_ohe__protocol_encrypt_TCP_AES,is_outlier_ohe__protocol_encrypt_TCP_DES,is_outlier_ohe__protocol_encrypt_UDP_AES,is_outlier_ohe__protocol_encrypt_UDP_DES,is_outlier_remainder__network_packet_size,is_outlier_remainder__login_attempts,is_outlier_remainder__session_duration,is_outlier_remainder__encryption_used,is_outlier_remainder__ip_reputation_score,is_outlier_remainder__failed_logins,is_outlier_remainder__unusual_time_access,is_outlier_remainder__attack_detected,is_outlier_remainder__long_session,is_outlier_remainder__large_packet,is_outlier_remainder__risk_score
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,621.0,8.0,1564.0162824785807,1.0,0.4072325899634335,1.0,0.0,1.0,1.0,1.0,0.5850628129744033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,911.0,2.0,823.662490520027,0.0,0.2921832915616796,2.0,0.0,0.0,1.0,1.0,0.8045283040931757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,273.0,6.0,1412.6246815898912,1.0,0.3308179496431512,1.0,0.0,0.0,1.0,0.0,0.5315725647502059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,594.0,5.0,1575.627818454493,0.0,0.5371957000712348,3.0,0.0,1.0,1.0,1.0,1.2760369900498643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,314.0,5.0,456.75772123306376,0.0,0.3258497878233071,2.0,0.0,0.0,0.0,0.0,0.8280948514763149,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,6.0,2409.4015504363106,1.0,0.6138605216162406,2.0,0.0,1.0,1.0,0.0,1.0297023651313684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,3.0,1357.9157701805022,0.0,0.4833182981600944,2.0,0.0,0.0,1.0,0.0,0.9383228087120661,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,5.0,701.1046805257126,1.0,0.2715495710352387,2.0,0.0,0.0,1.0,1.0,0.7900846997246671,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,683.0,1.0,494.6548172856344,0.0,0.4685477412891469,1.0,0.0,0.0,0.0,1.0,0.6279834189024027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1.0,1800.0753074007591,1.0,0.1155884377814731,2.0,0.0,0.0,1.0,0.0,0.6809119064470311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,510.0,3.0,1305.9890445030278,0.0,0.2147428438165074,1.0,0.0,1.0,1.0,1.0,0.45031999067155515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,4.0,581.8413407597434,0.0,0.8529157157295959,1.0,0.0,1.0,1.0,0.0,0.9026154528032309,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,456.0,3.0,127.45867168846772,1.0,0.5821378707404556,1.0,0.0,0.0,0.0,0.0,0.707496509518319,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,586.0,2.0,245.45471275929108,0.0,0.2998859499950986,0.0,0.0,1.0,0.0,1.0,0.20992016499656901,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,3.0,28.064738088200222,1.0,0.238227224178144,1.0,0.0,0.0,0.0,0.0,0.46675905692470077,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,704.0,4.0,1223.591819949019,0.0,0.4974655331730095,1.0,0.0,0.0,1.0,1.0,0.6482258732211066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,917.0,4.0,91.41792415779072,1.0,0.25528534445471,0.0,0.0,0.0,0.0,1.0,0.178699741118297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,182.0,5.0,1755.770347300082,0.0,0.1057373866143216,2.0,0.0,0.0,1.0,0.0,0.6740161706300251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,1.0,192.4177588065003,0.0,0.3882339041002734,3.5,0.0,1.0,0.0,0.0,1.4717637328701914,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,6.0,1140.612788900402,0.0,0.3779117264492466,2.0,0.0,0.0,1.0,1.0,0.8645382085144726,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,2.0,1385.2820877980182,1.0,0.1462111272212181,1.0,0.0,0.0,1.0,1.0,0.40234778905485263,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,326.0,7.0,1258.3147837810136,0.0,0.2365117459134126,1.0,0.0,1.0,1.0,0.0,0.4655582221393888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,606.0,4.0,1649.9468491170546,0.0,0.2064411548730728,2.0,0.0,1.0,1.0,1.0,0.7445088084111509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,2.0,332.0740715917182,1.0,0.1021371232614333,3.0,0.0,1.0,0.0,0.0,0.9714959862830033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,500.0,3.0,2409.4015504363106,1.0,0.3533272608370318,1.0,0.0,0.0,1.0,1.0,0.5473290825859223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,565.0,7.0,262.35304762437,0.0,0.4739622656786313,0.0,0.0,1.0,0.0,1.0,0.3317735859750419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,297.0,2.0,460.2061220323408,1.0,0.1016274054803537,0.0,0.0,0.0,0.0,0.0,0.0711391838362476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,314.0,5.0,1229.3830491572303,0.0,0.0848338333913308,0.0,0.0,0.0,1.0,0.0,0.05938368337393155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,6.0,1387.6039462077752,1.0,0.4064634597820871,2.0,0.0,0.0,1.0,0.0,0.8845244218474609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,630.0,6.0,131.3637233611598,1.0,0.2162566526540975,2.0,0.0,0.0,0.0,1.0,0.7513796568578682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,671.0,2.0,1324.047491146982,0.0,0.4910478438427103,1.0,0.0,0.0,1.0,1.0,0.6437334906898972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,507.0,5.0,63.99495757304094,1.0,0.4591600756977759,2.0,0.0,0.0,0.0,1.0,0.9214120529884431,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,440.0,4.0,651.4209267871476,0.0,0.2863041748008081,1.0,0.0,1.0,1.0,0.0,0.5004129223605657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,489.0,3.0,475.47809757242845,1.0,0.5498895175379362,1.0,0.0,1.0,0.0,0.0,0.6849226622765554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,4.0,561.1209915963747,1.0,0.3418712564048858,2.0,0.0,0.0,1.0,1.0,0.8393098794834201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,4.0,1582.4672971734983,1.0,0.2246718767054492,1.0,0.0,1.0,1.0,1.0,0.45727031369381443,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,699.0,8.0,893.2065066013271,0.0,0.2352290277760154,0.0,0.0,1.0,1.0,1.0,0.16466031944321077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,556.0,6.0,1076.2029916024908,1.0,0.2102511172157265,1.0,0.0,1.0,1.0,1.0,0.4471757820510085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,6.0,158.91011131968764,0.0,0.3248138681476976,1.0,0.0,0.0,0.0,1.0,0.5273697077033883,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,4.0,387.7275313446247,1.0,0.5394095355399767,0.0,0.0,1.0,0.0,1.0,0.3775866748779837,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,577.0,1.0,703.214826926875,1.0,0.1565865949212471,2.0,0.0,0.0,1.0,1.0,0.709610616444873,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,744.0,6.0,252.52853119654637,1.0,0.3559000231655941,1.0,0.0,0.0,0.0,1.0,0.5491300162159158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,5.0,2409.4015504363106,1.0,0.0857579241921035,0.0,0.0,1.0,1.0,1.0,0.06003054693447245,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,459.0,6.0,208.20938785414825,0.0,0.3374424517702798,1.0,0.0,0.0,0.0,0.0,0.5362097162391959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,339.0,3.0,1121.6569799548404,0.0,0.1447683160314065,1.0,0.0,0.0,1.0,0.0,0.4013378212219845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,2.0,139.18200112210806,0.0,0.102849987667617,2.0,0.0,0.0,0.0,0.0,0.6719949913673319,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,511.0,3.0,410.2664756144368,0.0,0.5342893935687621,3.0,0.0,1.0,0.0,1.0,1.2740025754981334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,669.0,6.0,182.44180291632145,1.0,0.1943669437741687,0.0,0.0,0.0,0.0,1.0,0.13605686064191808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,5.0,608.9058438549633,0.0,0.2835776709470378,2.0,0.0,0.0,1.0,0.0,0.7985043696629264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,401.0,1.0,2409.4015504363106,1.0,0.1630244846684455,0.0,0.0,0.0,1.0,0.0,0.11411713926791184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,124.0,2.0,2258.270140527371,0.0,0.5928282524224981,1.0,0.0,0.0,1.0,0.0,0.7149797766957486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,623.0,3.0,675.9528033178085,1.0,0.2432663229822637,1.0,0.0,0.0,1.0,1.0,0.47028642608758453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,372.0,1.0,524.5214082206138,0.0,0.4106392574635428,0.0,0.0,0.0,0.0,0.0,0.2874474802244799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,262.0,2.0,639.9532072962702,1.0,0.3628982286195959,0.0,0.0,0.0,1.0,0.0,0.2540287600337171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,375.0,3.0,14.89046403133029,0.0,0.6056664261136391,2.0,0.0,1.0,0.0,0.0,1.0239664982795473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,463.0,3.0,1070.560326995021,0.0,0.3549054560528383,1.0,0.0,0.0,1.0,0.0,0.5484338192369868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,379.0,3.0,548.8355468403822,0.0,0.4789229358934461,3.0,0.0,1.0,1.0,0.0,1.235246055125412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,2.0,269.54258225933347,0.0,0.4846751303273669,1.0,0.0,0.0,0.0,0.0,0.6392725912291568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0,1.0,276.8907900834674,0.0,0.5992097652521454,1.0,0.0,0.0,0.0,1.0,0.7194468356765018,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,272.0,5.0,762.4347383113052,0.0,0.141940901802436,2.0,0.0,0.0,1.0,0.0,0.6993586312617052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,4.0,1006.4104690966186,1.0,0.0512860230152199,3.5,0.0,1.0,1.0,0.0,1.2359002161106538,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,7.0,771.1369980074232,1.0,0.5685999214347662,3.0,0.0,1.0,1.0,1.0,1.2980199450043362,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,591.0,2.0,62.568652826340255,1.0,0.253428316618379,1.0,0.0,1.0,0.0,1.0,0.4773998216328653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,791.0,2.0,48.87289818321441,0.0,0.294776220977087,2.0,0.0,0.0,0.0,1.0,0.8063433546839609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,3.0,448.53319755921353,1.0,0.4323266404123174,2.0,0.0,0.0,0.0,1.0,0.9026286482886221,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,3.0,2133.142326807416,0.0,0.0686235464592545,3.0,0.0,1.0,1.0,1.0,0.9480364825214781,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,5.0,595.0608743831247,1.0,0.4897558205911837,1.0,0.0,0.0,1.0,1.0,0.6428290744138285,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,782.0,2.0,1669.2342406319706,1.0,0.6814088249890093,2.0,0.0,1.0,1.0,1.0,1.0769861774923064,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,581.0,3.0,81.22746878324739,1.0,0.2330424191906362,1.0,0.0,0.0,0.0,1.0,0.46312969343344534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,327.0,2.0,1030.640627687545,1.0,0.7015845149568294,2.0,0.0,1.0,1.0,0.0,1.0911091604697805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,411.0,3.0,277.29038326574704,0.0,0.5912528758358558,2.0,0.0,0.0,0.0,0.0,1.0138770130850991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,6.0,996.7623754191349,0.0,0.2736447175977969,1.0,0.0,0.0,1.0,0.0,0.4915513023184578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,4.0,409.8467818140476,0.0,0.1076643002577779,3.5,0.0,1.0,0.0,1.0,1.2753650101804446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,562.0,8.0,264.4249130869489,0.0,0.184174895873854,1.0,0.0,1.0,0.0,1.0,0.4289224271116978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0,4.0,158.24939318395883,0.0,0.2036813501556559,0.0,0.0,0.0,0.0,1.0,0.1425769451089591,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,714.0,5.0,645.5877931415113,1.0,0.4853322736459014,1.0,0.0,0.0,1.0,1.0,0.639732591552131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,538.0,5.0,125.32019988366014,1.0,0.1823392903313842,2.0,0.0,0.0,0.0,1.0,0.7276375032319689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,293.0,7.0,604.803737602062,0.0,0.2258477701927045,1.0,0.0,1.0,1.0,0.0,0.4580934391348931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,861.0,3.0,710.3563455794348,0.0,0.1736356951819078,2.0,0.0,0.0,1.0,1.0,0.7215449866273355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,330.0,2.0,2409.4015504363106,0.0,0.559469212711255,0.0,0.0,0.0,1.0,0.0,0.3916284488978785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,282.0,5.0,560.6518068338949,0.0,0.2396704228458616,2.0,0.0,1.0,1.0,0.0,0.7677692959921031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,343.0,8.0,2029.006304987584,0.0,0.2725115748275782,3.0,0.0,1.0,1.0,0.0,1.0907581023793047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,7.0,365.2648229378259,1.0,0.2746181841160222,0.0,0.0,1.0,0.0,0.0,0.1922327288812155,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
