session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected,long_session,protocol_encrypt,large_packet,risk_score
SID_02715,573.0,TCP,5.0,275.6421477877564,AES,0.4113938400636437,2.0,Edge,0.0,0.0,0,TCP_AES,1,0.8879756880445506
SID_02716,79.0,TCP,6.0,154.4497196293494,DES,0.5570465515019662,0.0,Edge,0.0,0.0,0,TCP_DES,0,0.3899325860513764
SID_02719,381.0,TCP,6.0,293.5216731702644,AES,0.52253299516162,2.0,Chrome,0.0,0.0,0,TCP_AES,0,0.9657730966131339
SID_02720,524.0,TCP,1.0,279.5771818716388,DES,0.636380744250139,2.0,Chrome,1.0,1.0,0,TCP_DES,1,1.0454665209750973
SID_02721,890.0,TCP,2.0,260.2241212489881,DES,0.1461795008781164,2.0,Safari,0.0,0.0,0,TCP_DES,1,0.7023256506146814
SID_02722,398.0,UDP,6.0,196.84420986181505,AES,0.2153116228134469,1.0,Chrome,0.0,0.0,0,UDP_AES,0,0.4507181359694128
SID_02724,796.0,TCP,5.0,223.06972103053525,AES,0.4507805335141692,2.0,Chrome,1.0,0.0,0,TCP_AES,1,0.9155463734599184
SID_02725,892.0,UDP,1.0,2185.499264373896,AES,0.476740901290232,0.0,Safari,0.0,0.0,1,UDP_AES,1,0.3337186309031624
SID_02726,500.0,TCP,4.0,339.6339999676835,AES,0.3480283882051053,2.0,Chrome,0.0,0.0,0,TCP_AES,1,0.8436198717435737
SID_02728,768.0,TCP,1.0,420.9821865586714,DES,0.2799068330697113,1.0,Chrome,0.0,1.0,0,TCP_DES,1,0.4959347831487979
SID_02730,402.0,UDP,4.0,441.3340717484445,AES,0.8086511011267716,4.0,Chrome,0.0,1.0,0,UDP_AES,0,1.76605577078874
SID_02731,746.0,TCP,1.0,663.5299794136819,AES,0.1596368030243446,2.0,Safari,0.0,0.0,1,TCP_AES,1,0.7117457621170412
SID_02732,837.0,TCP,5.0,1153.1861132856984,AES,0.0774982442452322,5.0,Chrome,0.0,1.0,1,TCP_AES,1,1.5542487709716626
SID_02736,393.0,TCP,2.0,639.9466459143133,AES,0.1666441977033631,0.0,Safari,0.0,0.0,1,TCP_AES,0,0.11665093839235417
SID_02737,432.0,UDP,7.0,270.68757640800305,DES,0.2101606705651172,1.0,Edge,0.0,1.0,0,UDP_DES,0,0.447112469395582
SID_02738,568.0,UDP,5.0,496.66815971412046,AES,0.1384198550927362,1.0,Chrome,1.0,0.0,0,UDP_AES,1,0.3968938985649153
SID_02739,810.0,TCP,1.0,763.9430399748884,AES,0.4055964214582011,2.0,Chrome,0.0,0.0,1,TCP_AES,1,0.8839174950207407
SID_02741,582.0,TCP,7.0,736.5948162731511,AES,0.1722275390334988,1.0,Chrome,0.0,1.0,1,TCP_AES,1,0.4205592773234491
SID_02742,592.0,TCP,3.0,476.60921046284176,AES,0.2608346964235131,1.0,Firefox,0.0,0.0,0,TCP_AES,1,0.48258428749645915
SID_02743,508.0,UDP,6.0,18.228909905024366,AES,0.0629563223849402,1.0,Edge,0.0,1.0,0,UDP_AES,1,0.34406942566945814
SID_02744,611.0,UDP,4.0,297.5274419943112,DES,0.1405381496997095,3.0,Chrome,0.0,1.0,0,UDP_DES,1,0.9983767047897966
SID_02745,64.0,UDP,3.0,355.1393717393554,AES,0.2800708091533337,1.0,Chrome,0.0,0.0,0,UDP_AES,0,0.49604956640733355
SID_02746,440.0,TCP,3.0,518.4542681280242,AES,0.3132810087638813,2.0,Chrome,0.0,0.0,0,TCP_AES,0,0.819296706134717
SID_02747,548.0,TCP,4.0,1219.2361726645786,DES,0.2513759767037999,1.0,Chrome,0.0,0.0,1,TCP_DES,1,0.4759631836926599
SID_02749,577.0,TCP,6.0,1492.941536535571,DES,0.0445734136383219,2.0,Edge,1.0,0.0,1,TCP_DES,1,0.6312013895468253
SID_02750,459.0,TCP,4.0,273.98386282558425,AES,0.6457459391736808,2.0,Chrome,0.0,1.0,0,TCP_AES,0,1.0520221574215765
SID_02751,851.0,TCP,4.0,340.28042508320914,AES,0.0458577702457286,0.0,Firefox,0.0,0.0,0,TCP_AES,1,0.03210043917201002
SID_02753,406.0,TCP,6.0,1558.2579276358188,AES,0.278941878805491,1.0,Chrome,0.0,0.0,1,TCP_AES,0,0.4952593151638437
SID_02754,469.0,TCP,6.0,844.9830315337547,AES,0.6057729168399577,2.0,Firefox,0.0,1.0,1,TCP_AES,0,1.0240410417879704
SID_02755,485.0,TCP,4.0,64.57760238555824,AES,0.2137764933071991,1.0,Chrome,0.0,0.0,0,TCP_AES,0,0.44964354531503936
SID_02756,409.0,TCP,7.0,289.530336653958,AES,0.2402321822748301,1.0,Chrome,0.0,1.0,0,TCP_AES,0,0.4681625275923811
SID_02757,539.0,UDP,4.0,132.58401781304775,DES,0.1536759760959614,1.0,Chrome,0.0,0.0,0,UDP_DES,1,0.40757318326717296
SID_02759,273.0,TCP,3.0,313.9634635291192,AES,0.1401662403537347,0.0,Firefox,0.0,0.0,0,TCP_AES,0,0.09811636824761429
SID_02760,624.0,TCP,5.0,548.8853283420859,DES,0.3506026059437873,0.0,Edge,0.0,0.0,1,TCP_DES,1,0.2454218241606511
SID_02761,625.0,TCP,4.0,306.0655674904243,AES,0.5447253817619546,2.0,Edge,1.0,0.0,0,TCP_AES,1,0.9813077672333682
SID_02763,679.0,TCP,3.0,5269.782314835798,AES,0.2378748827296023,3.0,Edge,1.0,1.0,1,TCP_AES,1,1.0665124179107215
SID_02764,373.0,TCP,1.0,271.0554202501745,AES,0.0774184725377192,2.0,Chrome,0.0,0.0,0,TCP_AES,0,0.6541929307764034
SID_02765,550.0,TCP,5.0,265.72196410089003,AES,0.3698193079423817,1.0,Chrome,0.0,0.0,0,TCP_AES,1,0.5588735155596671
SID_02766,664.0,UDP,1.0,371.3821250287824,AES,0.070941720097679,1.0,Chrome,0.0,0.0,0,UDP_AES,1,0.3496592040683753
SID_02767,493.0,UDP,2.0,148.40540175426287,DES,0.2052130158428704,2.0,Chrome,0.0,0.0,0,UDP_DES,0,0.7436491110900092
SID_02768,590.0,TCP,8.0,1074.562581905359,DES,0.4950922630023728,0.0,Edge,1.0,1.0,1,TCP_DES,1,0.34656458410166097
SID_02769,396.0,TCP,5.0,381.5778690928876,DES,0.5891790073903947,1.0,Firefox,0.0,0.0,0,TCP_DES,0,0.7124253051732763
SID_02771,458.0,TCP,3.0,866.1197097160849,AES,0.6516543243030538,1.0,Firefox,0.0,1.0,1,TCP_AES,0,0.7561580270121376
SID_02772,350.0,TCP,1.0,28.869604885319827,DES,0.2535390606985145,0.0,Chrome,0.0,0.0,0,TCP_DES,0,0.17747734248896013
SID_02773,464.0,UDP,2.0,826.265912983202,AES,0.7111636415721077,1.0,Chrome,0.0,1.0,1,UDP_AES,0,0.7978145491004753
SID_02774,190.0,TCP,6.0,608.7458124800797,DES,0.2585967949868571,1.0,Edge,1.0,0.0,1,TCP_DES,0,0.4810177564907999
SID_02777,448.0,TCP,3.0,464.99621642820375,DES,0.4297617248870526,2.0,Chrome,0.0,0.0,0,TCP_DES,0,0.9008332074209369
SID_02779,487.0,TCP,3.0,460.2853497016108,DES,0.4436282805728477,2.0,Firefox,0.0,0.0,0,TCP_DES,0,0.9105397964009934
SID_02782,370.0,UDP,7.0,868.8205420620593,AES,0.1062750406971374,1.0,Firefox,0.0,1.0,1,UDP_AES,0,0.3743925284879962
SID_02783,259.0,TCP,3.0,1363.5546068231388,AES,0.3501631416194708,4.0,Safari,0.0,1.0,1,TCP_AES,0,1.4451141991336296
SID_02784,291.0,TCP,5.0,2.346022200777886,AES,0.1407115464508893,2.0,Chrome,0.0,0.0,0,TCP_AES,0,0.6984980825156225
SID_02785,402.0,TCP,5.0,367.6797591195079,AES,0.4026459581127566,1.0,Chrome,0.0,0.0,0,TCP_AES,0,0.5818521706789296
SID_02786,429.0,UDP,4.0,257.4518480412032,AES,0.4139380851938243,2.0,Firefox,0.0,0.0,0,UDP_AES,0,0.889756659635677
SID_02787,346.0,TCP,4.0,452.50677482383537,AES,0.2794758326177198,1.0,Chrome,0.0,0.0,0,TCP_AES,0,0.4956330828324038
SID_02788,240.0,TCP,2.0,764.1889166504506,AES,0.3848972666853467,2.0,Chrome,0.0,0.0,1,TCP_AES,0,0.8694280866797426
SID_02789,408.0,TCP,3.0,166.17972987913092,AES,0.1735521864023695,1.0,Firefox,0.0,0.0,0,TCP_AES,0,0.42148653048165863
SID_02790,536.0,TCP,2.0,115.18463237594672,AES,0.8057147685680837,0.0,Chrome,0.0,1.0,0,TCP_AES,1,0.5640003379976585
SID_02795,493.0,TCP,2.0,251.61654676848403,DES,0.1627338030309758,1.0,Edge,0.0,0.0,0,TCP_DES,0,0.413913662121683
SID_02796,330.0,TCP,5.0,319.4025070916376,DES,0.4751409657145317,2.0,Chrome,0.0,0.0,0,TCP_DES,0,0.9325986760001721
SID_02797,614.0,UDP,3.0,308.6271396791735,AES,0.6030028149801674,0.0,Chrome,0.0,1.0,0,UDP_AES,1,0.42210197048611714
SID_02799,428.0,TCP,2.0,648.9017717281877,DES,0.1875788068174106,1.0,Chrome,0.0,0.0,1,TCP_DES,0,0.4313051647721874
SID_02801,536.0,TCP,3.0,714.6780781846008,AES,0.703728461510033,5.0,Firefox,1.0,1.0,1,TCP_AES,1,1.9926099230570231
SID_02802,1038.0,TCP,4.0,631.0858557878178,AES,0.0955249696123626,2.0,Firefox,0.0,0.0,1,TCP_AES,1,0.6668674787286538
SID_02803,569.0,TCP,3.0,309.2149289402101,AES,0.2156047626343967,2.0,Chrome,1.0,0.0,0,TCP_AES,1,0.7509233338440777
SID_02804,299.0,TCP,5.0,402.6376408401468,AES,0.2613714651975369,2.0,Edge,1.0,0.0,0,TCP_AES,0,0.7829600256382758
SID_02806,144.0,TCP,5.0,686.285395709839,DES,0.4958215207981593,3.0,Edge,1.0,1.0,1,TCP_DES,0,1.2470750645587114
SID_02807,483.0,TCP,2.0,594.6355116871289,AES,0.2506348024716132,0.0,Chrome,0.0,1.0,1,TCP_AES,0,0.17544436173012923
SID_02808,333.0,TCP,4.0,43.67602409547225,AES,0.4942369624783538,1.0,Firefox,0.0,0.0,0,TCP_AES,0,0.6459658737348477
SID_02809,683.0,UDP,1.0,889.0885719365388,AES,0.2183199712359856,1.0,Edge,0.0,0.0,1,UDP_AES,1,0.4528239798651899
SID_02810,390.0,TCP,3.0,926.7342890431902,AES,0.1802982820135656,2.0,Edge,0.0,0.0,1,TCP_AES,0,0.726208797409496
SID_02811,476.0,UDP,5.0,938.6425557931462,AES,0.101093294151777,3.0,Edge,0.0,1.0,1,UDP_AES,0,0.9707653059062438
SID_02814,435.0,UDP,6.0,371.1867686861055,AES,0.40722820319459,3.0,Chrome,0.0,1.0,0,UDP_AES,0,1.1850597422362128
SID_02815,866.0,UDP,4.0,1401.2478310806114,DES,0.5703003459297015,1.0,Chrome,0.0,0.0,1,UDP_DES,1,0.699210242150791
SID_02816,662.0,TCP,3.0,3156.990751950197,DES,0.8202386042079193,1.0,Chrome,0.0,1.0,1,TCP_DES,1,0.8741670229455434
SID_02818,573.0,TCP,7.0,646.452730998475,DES,0.2506198839233535,2.0,Firefox,0.0,1.0,1,TCP_DES,1,0.7754339187463474
SID_02819,578.0,UDP,4.0,5.891447004677096,DES,0.2352589859404036,2.0,Firefox,0.0,0.0,0,UDP_DES,1,0.7646812901582825
SID_02820,114.0,TCP,5.0,7.054437091673071,DES,0.4845747243773234,3.0,Chrome,0.0,1.0,0,TCP_DES,0,1.2392023070641263
SID_02821,444.0,TCP,4.0,61.93711556975091,AES,0.2533715784223389,1.0,Chrome,1.0,1.0,0,TCP_AES,0,0.4773601048956372
SID_02823,490.0,TCP,5.0,156.94486010622552,DES,0.3924490521789008,3.0,Edge,0.0,1.0,0,TCP_DES,0,1.1747143365252304
SID_02824,218.0,TCP,2.0,1134.5550595700772,DES,0.3056525009614441,0.0,Chrome,0.0,1.0,1,TCP_DES,0,0.21395675067301084
SID_02825,489.0,TCP,4.0,452.3326727085769,DES,0.0888498250238839,1.0,Chrome,0.0,1.0,0,TCP_DES,0,0.3621948775167187
SID_02829,690.0,UDP,2.0,627.3378863062039,AES,0.4729007843575432,3.0,Edge,0.0,1.0,1,UDP_AES,1,1.2310305490502802
SID_02830,426.0,UDP,2.0,1242.8523297878628,AES,0.3109705854191899,2.0,Chrome,1.0,0.0,1,UDP_AES,0,0.8176794097934329
SID_02831,159.0,TCP,8.0,867.5598028587403,AES,0.4607564992820969,0.0,Firefox,0.0,1.0,1,TCP_AES,0,0.3225295494974678
SID_02832,315.0,UDP,3.0,165.33716465978907,AES,0.1092295885418506,2.0,Chrome,0.0,0.0,0,UDP_AES,0,0.6764607119792954
SID_02835,451.0,TCP,5.0,1184.7115862584023,DES,0.2950024769377213,2.0,Chrome,0.0,0.0,1,TCP_DES,0,0.8065017338564049
SID_02836,440.0,TCP,2.0,244.1272630072183,DES,0.20264826189298,3.0,Firefox,0.0,1.0,0,TCP_DES,0,1.0418537833250858
SID_02838,825.0,ICMP,5.0,234.61800022047183,DES,0.1690429081132906,2.0,Chrome,0.0,1.0,0,ICMP_DES,1,0.7183300356793034
SID_02839,943.0,TCP,10.0,318.96840808039445,AES,0.2126228661621027,2.0,Chrome,0.0,1.0,0,TCP_AES,1,0.7488360063134718
SID_02840,468.0,TCP,4.0,2108.293930739884,AES,0.0863883022181831,4.0,Chrome,0.0,1.0,1,TCP_AES,0,1.260471811552728
SID_02841,559.0,TCP,4.0,454.68228290350527,AES,0.2308107271742691,1.0,Chrome,0.0,0.0,0,TCP_AES,1,0.46156750902198834
SID_02842,196.0,TCP,8.0,362.3629345685312,AES,0.2788823607704044,3.0,Chrome,0.0,1.0,0,TCP_AES,0,1.095217652539283
SID_02844,266.0,TCP,1.0,1783.527668991134,DES,0.0699438532222746,1.0,Chrome,0.0,1.0,1,TCP_DES,0,0.3489606972555922
SID_02845,543.0,UDP,3.0,2524.2807613972,AES,0.2009275486690818,1.0,Chrome,0.0,0.0,1,UDP_AES,1,0.44064928406835724
SID_02846,280.0,TCP,2.0,312.7072842879192,DES,0.4163017158935466,1.0,Chrome,1.0,0.0,0,TCP_DES,0,0.5914112011254826
SID_02847,382.0,TCP,4.0,767.0526390718377,AES,0.2228322350972216,2.0,Edge,0.0,0.0,1,TCP_AES,0,0.7559825645680551
SID_02848,332.0,UDP,1.0,2544.365643437154,AES,0.5805385204103034,2.0,Chrome,0.0,1.0,1,UDP_AES,0,1.0063769642872122
SID_02849,378.0,UDP,1.0,553.6861784064728,AES,0.7107379644154443,1.0,Edge,0.0,1.0,1,UDP_AES,0,0.797516575090811
SID_02851,390.0,TCP,5.0,600.1029815671649,AES,0.2747712509244445,1.0,Chrome,1.0,0.0,1,TCP_AES,0,0.4923398756471111
SID_02853,279.0,TCP,2.0,285.47597889202,DES,0.5218847605826437,2.0,Chrome,0.0,0.0,0,TCP_DES,0,0.9653193324078505
SID_02854,544.0,UDP,3.0,960.4953292809364,DES,0.134989749165361,2.0,Chrome,0.0,0.0,1,UDP_DES,1,0.6944928244157527
SID_02856,397.0,TCP,4.0,672.8440541330889,AES,0.2566398452072784,3.0,Chrome,1.0,1.0,1,TCP_AES,0,1.0796478916450947
SID_02863,279.0,ICMP,4.0,242.94313664576777,AES,0.2539590989707063,0.0,Chrome,0.0,0.0,0,ICMP_AES,0,0.17777136927949438
SID_02865,581.0,TCP,3.0,258.6411664289343,AES,0.1402546113576662,1.0,Edge,0.0,0.0,0,TCP_AES,1,0.39817822795036634
SID_02866,438.0,TCP,2.0,759.0956080932685,DES,0.1367384316409507,2.0,Chrome,0.0,1.0,1,TCP_DES,0,0.6957169021486654
SID_02868,322.0,TCP,3.0,641.8256455598853,AES,0.3771295162985298,1.0,Chrome,0.0,0.0,1,TCP_AES,0,0.5639906614089709
SID_02869,606.0,TCP,7.0,81.39172463192565,AES,0.5005796968258547,0.0,Chrome,0.0,1.0,0,TCP_AES,1,0.3504057877780983
SID_02871,372.0,TCP,2.0,93.97092139657548,AES,0.1070573435385232,2.0,Firefox,0.0,0.0,0,TCP_AES,0,0.6749401404769662
SID_02872,591.0,UDP,3.0,52.29751961750559,AES,0.3327324657627582,0.0,Edge,0.0,0.0,0,UDP_AES,1,0.23291272603393073
SID_02876,318.0,TCP,4.0,952.2842738052644,DES,0.2241836116971174,2.0,Chrome,0.0,0.0,1,TCP_DES,0,0.7569285281879822
SID_02877,312.0,UDP,5.0,179.85514201197194,DES,0.4581515485184645,1.0,Firefox,0.0,1.0,0,UDP_DES,0,0.6207060839629251
SID_02879,558.0,UDP,4.0,125.22551341181232,AES,0.316800469666736,1.0,Firefox,0.0,0.0,0,UDP_AES,1,0.5217603287667152
SID_02880,462.0,UDP,3.0,308.58877577726804,DES,0.1644887380697255,2.0,Firefox,0.0,0.0,0,UDP_DES,0,0.7151421166488078
SID_02881,64.0,TCP,7.0,278.72381008881945,AES,0.1396595215442589,3.0,Chrome,0.0,1.0,0,TCP_AES,0,0.9977616650809811
SID_02883,378.0,UDP,5.0,671.2239146005727,DES,0.1822955517520586,1.0,Chrome,1.0,0.0,1,UDP_DES,0,0.427606886226441
SID_02884,591.0,TCP,4.0,1826.472830073944,DES,0.5429294542685554,3.0,Chrome,0.0,1.0,1,TCP_DES,1,1.2800506179879887
SID_02885,64.0,TCP,3.0,619.2370886155485,AES,0.3522118523421816,2.0,Chrome,0.0,0.0,1,TCP_AES,0,0.846548296639527
SID_02886,400.0,TCP,4.0,52.74786946553759,DES,0.060764161231593,0.0,Chrome,0.0,1.0,0,TCP_DES,0,0.042534912862115096
SID_02887,394.0,UDP,1.0,732.1349976176795,AES,0.2106954856300727,0.0,Chrome,1.0,1.0,1,UDP_AES,0,0.14748683994105088
SID_02888,777.0,TCP,2.0,530.8024119220032,AES,0.1820924019913196,3.0,Firefox,0.0,1.0,0,TCP_AES,1,1.0274646813939237
SID_02891,528.0,TCP,5.0,1115.4032620166809,AES,0.3905858486142241,1.0,Chrome,0.0,1.0,1,TCP_AES,1,0.5734100940299568
SID_02892,73.0,TCP,6.0,31.35885985151281,AES,0.4053176254708461,1.0,Chrome,0.0,0.0,0,TCP_AES,0,0.5837223378295923
SID_02893,653.0,TCP,5.0,1022.6499135810748,AES,0.2113356205139964,4.0,Firefox,1.0,1.0,1,TCP_AES,1,1.3479349343597975
SID_02894,543.0,UDP,4.0,33.93077317782228,DES,0.4009441005738514,1.0,Chrome,0.0,0.0,0,UDP_DES,1,0.580660870401696
SID_02895,601.0,TCP,5.0,338.1483578135621,AES,0.5949008847492702,4.0,Chrome,0.0,1.0,0,TCP_AES,1,1.616430619324489
SID_02897,83.0,TCP,6.0,971.7703606503352,AES,0.2511766844105547,2.0,Edge,0.0,1.0,1,TCP_AES,0,0.7758236790873883
SID_02898,844.0,TCP,5.0,2072.4602349814104,AES,0.3563687445964751,0.0,Chrome,1.0,0.0,1,TCP_AES,1,0.24945812121753255
SID_02899,442.0,TCP,2.0,547.9098611763425,DES,0.3649687524730089,0.0,Chrome,1.0,0.0,1,TCP_DES,0,0.2554781267311062
SID_02902,415.0,TCP,4.0,521.3962881259838,DES,0.1017589666873252,2.0,Edge,0.0,1.0,0,TCP_DES,0,0.6712312766811276
SID_02903,386.0,TCP,7.0,690.6373055347228,AES,0.1518308451958147,1.0,Chrome,1.0,1.0,1,TCP_AES,0,0.4062815916370703
SID_02904,565.0,TCP,3.0,31.740916908135397,AES,0.3213285158695211,2.0,Chrome,0.0,0.0,0,TCP_AES,1,0.8249299611086647
SID_02905,196.0,ICMP,6.0,164.3253644874768,DES,0.332074833579387,2.0,Edge,0.0,1.0,0,ICMP_DES,0,0.8324523835055708
SID_02906,650.0,TCP,11.0,193.27166158350224,AES,0.0467584572696856,1.0,Chrome,0.0,1.0,0,TCP_AES,1,0.3327309200887799
SID_02907,416.0,UDP,4.0,386.1131533004801,AES,0.142041082971237,3.0,Firefox,0.0,1.0,0,UDP_AES,0,0.9994287580798658
SID_02909,409.0,TCP,5.0,1076.7921203445349,AES,0.1676252152718281,1.0,Chrome,0.0,0.0,1,TCP_AES,0,0.41733765069027967
SID_02911,392.0,TCP,4.0,674.976064276571,AES,0.270413163920739,2.0,Edge,0.0,0.0,1,TCP_AES,0,0.7892892147445173
SID_02912,571.0,TCP,8.0,254.28118718872452,AES,0.293713729918674,2.0,Edge,0.0,1.0,0,TCP_AES,1,0.8055996109430718
SID_02913,353.0,TCP,5.0,579.9641791612522,DES,0.3806178481734434,2.0,Firefox,0.0,1.0,1,TCP_DES,0,0.8664324937214103
SID_02914,651.0,UDP,3.0,788.116876427222,AES,0.5770040195936813,2.0,Chrome,0.0,1.0,1,UDP_AES,1,1.0039028137155768
SID_02916,869.0,UDP,6.0,194.04541749435347,DES,0.4518794479197385,0.0,Chrome,1.0,0.0,0,UDP_DES,1,0.31631561354381693
SID_02917,464.0,TCP,5.0,988.792297279424,DES,0.2686753000829567,1.0,Safari,0.0,0.0,1,TCP_DES,0,0.4880727100580697
SID_02918,633.0,UDP,8.0,848.5628501938722,DES,0.0216463306602975,2.0,Chrome,0.0,1.0,1,UDP_DES,1,0.6151524314622082
SID_02921,356.0,TCP,3.0,1019.2999581066896,AES,0.2762991545447392,1.0,Chrome,0.0,0.0,1,TCP_AES,0,0.4934094081813174
SID_02923,461.0,TCP,3.0,89.64343548627951,DES,0.4045815876179483,1.0,Chrome,0.0,0.0,0,TCP_DES,0,0.5832071113325639
SID_02924,487.0,UDP,3.0,953.4622089945842,DES,0.1455207089744786,1.0,Chrome,1.0,0.0,1,UDP_DES,0,0.401864496282135
SID_02925,518.0,TCP,2.0,306.8614089801962,AES,0.3035764327003331,2.0,Firefox,0.0,0.0,0,TCP_AES,1,0.8125035028902331
SID_02926,550.0,UDP,5.0,1385.957150754574,AES,0.3243616121165292,1.0,Firefox,0.0,0.0,1,UDP_AES,1,0.5270531284815704
SID_02927,476.0,TCP,5.0,523.4189303855626,DES,0.5628344133277222,2.0,Chrome,1.0,1.0,0,TCP_DES,0,0.9939840893294055
SID_02928,542.0,UDP,3.0,695.1743717757621,AES,0.3628846439368147,2.0,Chrome,0.0,0.0,1,UDP_AES,1,0.8540192507557702
SID_02929,815.0,TCP,5.0,241.2491025265224,AES,0.0436523381510633,1.0,Firefox,0.0,1.0,0,TCP_AES,1,0.3305566367057443
SID_02930,697.0,TCP,2.0,841.1504431381171,AES,0.2741231163608265,3.0,Edge,0.0,1.0,1,TCP_AES,1,1.0918861814525784
SID_02931,673.0,UDP,6.0,29.040228032681004,AES,0.147724362101297,1.0,Chrome,0.0,1.0,0,UDP_AES,1,0.4034070534709079
SID_02932,408.0,TCP,5.0,1104.4861583777836,DES,0.189291406449143,0.0,Firefox,0.0,1.0,1,TCP_DES,0,0.1325039845144001
SID_02933,322.0,TCP,3.0,142.62778094176764,DES,0.6056437412422861,3.0,Edge,0.0,1.0,0,TCP_DES,0,1.3239506188696002
SID_02935,675.0,TCP,1.0,0.7285419149242887,AES,0.4477133325263134,1.0,Chrome,0.0,1.0,0,TCP_AES,1,0.6133993327684193
SID_02936,794.0,TCP,2.0,300.5401746849373,AES,0.6352504020145548,2.0,Chrome,0.0,1.0,0,TCP_AES,1,1.0446752814101883
SID_02937,379.0,UDP,4.0,393.1442387685547,DES,0.5080024320830977,2.0,Chrome,1.0,0.0,0,UDP_DES,0,0.9556017024581683
SID_02938,454.0,TCP,6.0,213.25817105835492,DES,0.2144385488270335,1.0,Chrome,0.0,0.0,0,TCP_DES,0,0.4501069841789234
SID_02939,172.0,TCP,3.0,209.31045115634973,AES,0.4585436390124432,1.0,Chrome,0.0,0.0,0,TCP_AES,0,0.6209805473087102
SID_02940,421.0,TCP,5.0,1787.7990233582989,AES,0.3966839189485351,1.0,Chrome,0.0,0.0,1,TCP_AES,0,0.5776787432639745
SID_02941,699.0,TCP,2.0,316.157411605735,AES,0.419785550126877,2.0,Chrome,0.0,0.0,0,TCP_AES,1,0.8938498850888139
SID_02943,628.0,UDP,4.0,216.79789106704885,AES,0.3618694592135653,2.0,Edge,0.0,0.0,0,UDP_AES,1,0.8533086214494956
SID_02944,461.0,UDP,2.0,1324.5581830598312,DES,0.5914391259415465,0.0,Edge,0.0,0.0,1,UDP_DES,0,0.4140073881590825
SID_02945,564.0,TCP,4.0,905.9222277862824,AES,0.5404548137500436,1.0,Chrome,1.0,0.0,1,TCP_AES,1,0.6783183696250304
SID_02946,270.0,UDP,6.0,1129.1387499518785,AES,0.2297588953337835,0.0,Chrome,0.0,1.0,1,UDP_AES,0,0.16083122673364844
SID_02949,462.0,TCP,5.0,374.73980361757214,DES,0.5910250246035401,3.0,Chrome,0.0,1.0,0,TCP_DES,0,1.313717517222478
SID_02950,173.0,TCP,3.0,734.8246913763272,AES,0.4202793738490458,1.0,Edge,1.0,0.0,1,TCP_AES,0,0.594195561694332
SID_02951,741.0,TCP,2.0,817.4812679517386,DES,0.238349384436727,1.0,Chrome,0.0,0.0,1,TCP_DES,1,0.46684456910570893
SID_02952,655.0,TCP,5.0,2433.4441904634787,DES,0.2917665358964849,1.0,Edge,0.0,1.0,1,TCP_DES,1,0.5042365751275394
SID_02953,593.0,TCP,2.0,115.57929584088237,AES,0.0953632132060348,1.0,Chrome,0.0,0.0,0,TCP_AES,1,0.36675424924422434
SID_02954,804.0,TCP,8.0,116.58048716483432,DES,0.2743592813471949,2.0,Firefox,0.0,1.0,0,TCP_DES,1,0.7920514969430363
SID_02955,310.0,TCP,1.0,495.9938347205293,AES,0.3630290327205941,1.0,Firefox,0.0,0.0,0,TCP_AES,0,0.5541203229044158
SID_02956,849.0,TCP,1.0,1999.6162780814127,AES,0.0200184809136083,2.0,Chrome,0.0,0.0,1,TCP_AES,1,0.6140129366395258
SID_02957,686.0,TCP,5.0,17.538948224756677,AES,0.1937700314506332,2.0,Firefox,0.0,0.0,0,TCP_AES,1,0.7356390220154432
SID_02958,452.0,TCP,4.0,258.6757057085593,DES,0.1957567197392703,2.0,Chrome,1.0,0.0,0,TCP_DES,0,0.7370297038174892
SID_02959,727.0,TCP,5.0,266.7980153534313,AES,0.4697028577203342,3.0,Edge,1.0,1.0,0,TCP_AES,1,1.2287920004042339
SID_02961,335.0,TCP,2.0,20.01220638064236,AES,0.3725331345308582,2.0,Chrome,0.0,1.0,0,TCP_AES,0,0.8607731941716007
SID_02962,378.0,UDP,4.0,1397.152066507955,AES,0.0508743905277507,1.0,Firefox,0.0,1.0,1,UDP_AES,0,0.3356120733694255
SID_02964,288.0,TCP,6.0,519.6165711334407,AES,0.333327474151291,0.0,Chrome,0.0,0.0,0,TCP_AES,0,0.23332923190590368
SID_02965,744.0,TCP,4.0,46.40760495473699,AES,0.1700964339815211,1.0,Chrome,1.0,1.0,0,TCP_AES,1,0.41906750378706475
SID_02966,448.0,TCP,2.0,1282.1447523347822,AES,0.0317766673327119,1.0,Chrome,0.0,0.0,1,TCP_AES,0,0.3222436671328983
SID_02967,570.0,UDP,5.0,1098.1840965796723,AES,0.6178590179753884,2.0,Chrome,1.0,1.0,1,UDP_AES,1,1.032501312582772
SID_02968,385.0,TCP,5.0,1022.758431705603,DES,0.6406661899169588,3.0,Firefox,0.0,1.0,1,TCP_DES,0,1.3484663329418711
SID_02969,135.0,TCP,2.0,1066.2482047392702,DES,0.1364655116362838,1.0,Firefox,0.0,0.0,1,TCP_DES,0,0.39552585814539865
SID_02970,554.0,TCP,5.0,2253.929034718784,AES,0.3147781474345736,1.0,Chrome,0.0,0.0,1,TCP_AES,1,0.5203447032042015
SID_02971,117.0,TCP,5.0,431.3950483405355,AES,0.2568557000818501,1.0,Chrome,1.0,1.0,0,TCP_AES,0,0.47979899005729504
